brand,title,type,price,priceWithCurrency,available,availableText,sold,itemLocation,gender,update_year
Calvin Klein,Calvin Klein Euphoria Men 3.3 oz After Shave 100 ml NIB,Aftershave,23.79,US $23.79/ea,5.0,5 available / 83 sold,83.0,"Edison, New Jersey, United States",Men,2024
Giorgio Armani,Armani Acqua Di Gio for Men 2 Piece Set 3.4 oz EDT + Deodorant *NEW IN BOX*,Eau de Toilette,54.99,US $54.99,10.0,More than 10 available / 384 sold,384.0,"Miami, Florida, United States",Men,2024
Paco Rabanne,Paco Rabanne Men's Ultrared EDT Spray 3.4 oz Fragrances 3349666005972,Eau de Toilette,36.65,US $36.65,3.0,3 available / 11 sold,11.0,"Brooklyn, New York, United States",Men,2024
John Varvatos,JOHN VARVATOS 4.2 oz EDT Cologne for Men New In Box Sealed,Eau de Toilette,33.36,US $33.36/ea,4.0,4 available / 453 sold,453.0,"Dallas, Texas, United States",Men,2024
Ralph Lauren,SAFARI by RALPH LAUREN Cologne for Men EDT 4.2 oz New In Box,Eau de Toilette,54.52,US $54.52/ea,51.0,51 available / 143 sold,143.0,"Dallas, Texas, United States",Men,2024
Moschino,Uomo Moschino by Moschino 4.2 oz EDT Cologne for Men New In Box,Eau de Toilette,22.87,US $22.87/ea,74.0,74 available / 440 sold,440.0,"Dallas, Texas, United States",Men,2024
Ralph Lauren,Polo Green by Ralph Lauren 8 / 8.0 oz EDT Cologne for Men New In Box,Eau de Toilette,72.56,US $72.56,10.0,"More than 10 available / 3,171 sold",3171.0,"Hackensack, New Jersey, United States",Men,2024
Azzaro,Azzaro Sport by Azzaro cologne for men EDT 3.38 oz New in Box,Eau de Toilette,18.96,US $18.96/ea,0.0,"Limited quantity available / 1,034 sold",1034.0,"Dallas, Texas, United States",Men,2024
Coty,PLAYBOY HOLLYWOOD Cologne by Coty 3.4 oz Eau de Toilette Spray for Men NEW INBOX,Eau de Toilette,9.99,US $9.99/ea,7.0,7 available / 103 sold,103.0,"TX, United States",Men,2024
Dior,Eau Sauvage by Christian Dior cologne for men EDT 3.3 / 3.4 oz UNBOXED AS IMAGED,Eau de Toilette,67.99,US $67.99/ea,5.0,5 available / 28 sold,28.0,"Princeton Junction, New Jersey, United States",Men,2024
Franck Olivier,Franck Olivier Men's Night Touch EDT 3.4 oz Fragrances 3516642117114,Fragrances,17.85,US $17.85,3.0,3 available / 6 sold,6.0,"Brooklyn, New York, United States",Men,2024
Kenneth Cole,Blue Kenneth Cole Cologne for Men 3.4 oz 3.3 edt Spray New in Box,Eau de Toilette,28.42,US $28.42/ea,60.0,60 available / 731 sold,731.0,"Dallas, Texas, United States",Men,2024
Missoni,Missoni Men's Pour Homme EDP Spray 3.4 oz (Tester) Fragrances 8011003841431,Fragrances,30.07,US $30.07,3.0,3 available / 12 sold,12.0,"Brooklyn, New York, United States",Men,2024
Halston,Halston Z -14 by Halston Cologne 4.2 oz EDC For Men New tester,Eau de Cologne,15.51,US $15.51/ea,113.0,"113 available / 4,443 sold",4443.0,"Dallas, Texas, United States",Men,2024
Cologne,GIVENCHY POUR HOMME Cologne for Men 3.4 oz / 3.3 oz EDT New in Box,Eau de Toilette,38.94,US $38.94/ea,66.0,"66 available / 2,247 sold",2247.0,"Dallas, Texas, United States",Men,2024
Paco Rabanne,1 Million Parfum by Paco Rabanne Parfum Spray (Tester) 3.4 oz Mens,Eau de Parfum,68.99,US $68.99/ea,6.0,6 available / 59 sold,59.0,"Melissa, Texas, United States",Men,2024
Unbranded,Cologne For Men Lot 2 Piece,Eau de Cologne,18.0,US $18.00/ea,5.0,5 available / 3 sold,3.0,"Phenix City, Alabama, United States",Men,2024
YSL,3.3 oz YSL Yves Saint Laurent Y Eau de Perfume Spray Cologne For Men,Eau de Parfum,49.99,US $49.99,10.0,More than 10 available / 12 sold,12.0,"Dayton,New Jersey,USA, Hong Kong",Men,2024
PRADA,Prada Luna Rossa Ocean Eau de Toilette 3.3 oz / 100 ml Spray With Box NEW,Eau de Toilette,76.5,US $76.50/ea,2.0,2 available / 8 sold,8.0,"Rochester, New York, United States",Men,2024
Unknown,Versace Pour Homme Oud Noir 3.4 oz EDP Cologne for Men New In Box,Eau de Parfum,55.16,US $55.16/ea,0.0,"Limited quantity available / 3,110 sold",3110.0,"Hackensack, New Jersey, United States",Men,2024
Baron,THE BARON by BARON 4.5 oz EDC For Men New in Box,Eau de Cologne,28.38,US $28.38/ea,4.0,"4 available / 1,433 sold",1433.0,"Dallas, Texas, United States",Men,2024
Paco Rabanne,One Million Golden Oud Parfum Intense By Paco Rabanne Sample 1.5ml New Release,Parfum Intense,11.95,US $11.95/ea,10.0,More than 10 available / 18 sold,18.0,"Pearland, Texas, United States",Men,2024
Giorgio Armani,ACQUA DI GIO PROFONDO GIORGIO ARMANI 0.5oz / 15ml  EDP Spray NEW IN SEALED BOX,Eau de Parfum,27.0,US $27.00,6.0,6 available / 5 sold,5.0,"McLean, Virginia, United States",Men,2024
Liz Claiborne,Bora Bora by Liz Claiborne cologne for men EDC 3.3 / 3.4 oz New in Box,Eau de Cologne,17.29,US $17.29/ea,226.0,"226 available / 1,370 sold",1370.0,"Dallas, Texas, United States",Men,2024
adidas,Adidas Dynamic Pulse Cologne Men 3.4 / 3.3 oz EDT Brand New in Box,Eau de Toilette,11.58,US $11.58,10.0,More than 10 available / 17 sold,17.0,"New York, New York, United States",Men,2024
PRADA,PRADA Luna Rossa Sport 3.3oz Men's Eau de Toilette - LD008300,Eau de Toilette,79.99,US $79.99,5.0,5 available / 1 sold,1.0,"Memphis, Tennessee, United States",Men,2024
Armaf,Club De Nuit  By Armaf 3.6/3.4oz./105ml Edp Spray For Women New In Box,Eau de Parfum,28.8,US $28.80/ea,10.0,More than 10 available / 712 sold,712.0,"Brooklyn, New York, United States",Men,2024
Gucci,Guilty Pour Homme Eau de Parfum / Gucci EDP Spray 3.0 oz (90 ml) (m),Eau de Parfum,74.25,US $74.25,3.0,3 available / 16 sold,16.0,"Brooklyn, New York, United States",Men,2024
PRADA,Prada Luna Rossa Black / Prada EDP Spray 3.4 oz (100 ml) (m),Eau de Parfum,90.45,US $90.45,3.0,3 available / 19 sold,19.0,"Brooklyn, New York, United States",Men,2024
Dolce&Gabbana,12 Dolce & Gabbana The One Luminous Night Exclusive Edition Sample Spray 0.8ml,Eau de Parfum,28.95,US $28.95,0.0,Last One / 81 sold,81.0,"Pearland, Texas, United States",Men,2024
Guerlain,Heritage by Guerlain 3.4oz/100ml Eau De Toilette Spray for Men New In Box,Eau de Toilette,94.99,US $94.99,3.0,3 available / 24 sold,24.0,"Brooklyn, New York, United States",Men,2024
Kenneth Cole,Black Kenneth Cole Cologne for Men 3.3 / 3.4 oz Brand New In Box,Eau de Toilette,24.14,US $24.14/ea,10.0,"More than 10 available / 9,265 sold",9265.0,"Hackensack, New Jersey, United States",Men,2024
Jaguar,JAGUAR by Jaguar for Men Green Cologne 3.4 oz Spray edt New in Box,Eau de Toilette,15.65,US $15.65/ea,93.0,"93 available / 2,777 sold",2777.0,"Dallas, Texas, United States",Men,2024
Branded,*Perfume Para Hombre Con Feromonas De Atraer Mujeres Fragancia Colonia Masculino,Perfume,17.99,US $17.99/ea,13.0,13 available / 1 sold,1.0,"Multiple Location, United States",Men,2024
Giorgio Armani,Giorgio Armani Men's Acqua Di Gio EDP Refillable Spray 4.2 oz Fragrances,Eau de Parfum,79.89,US $79.89,3.0,3 available / 15 sold,15.0,"Brooklyn, New York, United States",Men,2024
Parfums de Marly,Parfums De Marly Layton Exclusif Eau de Parfum Sample Spray 1.5ml / 0.05oz,Eau de Parfum,13.95,US $13.95/ea,7.0,7 available / 41 sold,41.0,"Pearland, Texas, United States",Men,2024
Giorgio Armani,"Armani Code by Giorgio Armani, 4.2 oz Parfum Spray for Men",Gift Sets,94.43,US $94.43/ea,10.0,More than 10 available / 98 sold,98.0,"Edison, New Jersey, United States",Men,2024
Liz Claiborne,Curve Crush by Liz Claiborne 4.2 oz Cologne for Men Brand New Tester,Eau de Cologne,16.71,US $16.71/ea,83.0,"83 available / 7,816 sold",7816.0,"Dallas, Texas, United States",Men,2024
Dolce&Gabbana,Dolce & Gabbana Cologne For Men Eau De Toilette Spray 2.5oz./75ml NEW (E2E-1351),Eau de Toilette,27.99,US $27.99,10.0,More than 10 available / 9 sold,9.0,"Jersey City, New Jersey, United States",Men,2024
Clinique,Clinique Happy For Men Handmade Stronger With Pheromones For Super Sexual Allure,Eau de Parfum,17.98,US $17.98,10.0,More than 10 available / 40 sold,40.0,"Austell, Georgia, United States",Men,2024
Acqua Di Gio,Acqua Di Gio By Giorgio Armani EDT for Men 3.4 oz / 100 ml IN SEALED BOX NEW,Eau de Toilette,15.99,US $15.99/ea,9.0,9 available / 78 sold,78.0,"New York,United States, Hong Kong",Men,2024
Yves Saint Laurent,Yves Saint Laurent YSL M7 2.7 oz Eau De Toilette 80 ml Spray For Men,Eau de Toilette,75.99,US $75.99,10.0,More than 10 available / 19 sold,19.0,"El Cajon, California, United States",Men,2024
Cologne,Ferragamo - Mens Cologne NEW and Wrapped. 3.4 oz  or  1.7 oz EDT Pour Homme,Eau de Toilette,14.99,US $14.99,7.0,7 available / 72 sold,72.0,"Cabot, Arkansas, United States",Men,2024
Reyane Tradition,Insurrection II Sport by Reyane Tradition cologne for men EDT 3.0 oz New in Box,Eau de Toilette,25.96,US $25.96/ea,0.0,Limited quantity available / 214 sold,214.0,"Dallas, Texas, United States",Men,2024
Reyane Tradition,Insurrection II Wild 3.0 oz By Reyane Tradition Eau De Toilette Men Fragrance,Eau de Toilette,22.99,US $22.99,0.0,Last One / 12 sold,12.0,"New York, New York, United States",Men,2024
Old Spice,"Old Spice Cologne Spray for Men,Classic Scent,4.25 fl oz Free Shipping Pack Of 2",Eau de Cologne,19.99,US $19.99,2.0,2 available / 132 sold,132.0,"Stafford, Texas, United States",Men,2024
Mercedes-Benz,Mercedes Benz Club Black Eau de Toilette for Men 1.7 Oz / 50ml,Eau de Toilette,38.99,US $38.99/ea,33.0,33 available / 7 sold,7.0,"Miami, Florida, United States",Men,2024
Dolce&Gabbana,DOLCE & GABBANA LIGHT BLUE FOREVER POUR HOMME EAU DE PARFUM SPRAY 50 ML/1.6 OZ.,Eau de Parfum,75.0,US $75.00,7.0,7 available / 1 sold,1.0,"Franklin Square, New York, United States",Men,2024
Burberry,Burberry Touch EDT 3.4oz Men's Fragrance Spray New Sealed,Eau de Toilette,30.95,US $30.95/ea,10.0,More than 10 available / 16 sold,16.0,"Detroit, Michigan, United States",Men,2024
Bath & Body Works,Bath & Body Works Men's Collection TEAKWOOD Cologne Spray 3.4 FL Ounce,Cologne,59.97,US $59.97,10.0,More than 10 available / 35 sold,35.0,"Dover, Delaware, United States",Men,2024
Burberry,Burberry London Classic by Burberry 3.3 / 3.4 oz EDT Cologne for Men New In Box,Eau de Toilette,32.98,US $32.98/ea,10.0,"More than 10 available / 6,188 sold",6188.0,"Hackensack, New Jersey, United States",Men,2024
PRADA,OCEAN LUNA ROSSA by Prada Eau de Toilette Carded Sample for MEN .04oz/1.2ml,Eau de Toilette,8.88,US $8.88,10.0,More than 10 available / 21 sold,21.0,"Debary, Florida, United States",Men,2024
Mirage Brands,Parfum Azure Noir Intense Men's Cologne 3.4 Oz EDT Perfume Long Lasting,Eau de Toilette,13.68,US $13.68,10.0,More than 10 available / 105 sold,105.0,"Cumming, Georgia, United States",Men,2024
Lauren Ralph Lauren,Ralph's Club by Ralph Lauren cologne for men EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,45.7,US $45.70/ea,102.0,102 available / 420 sold,420.0,"Dallas, Texas, United States",Men,2024
Paco Rabanne,Invictus by Paco Rabanne cologne for men EDT 6.8 oz New In Box,Eau de Toilette,77.15,US $77.15/ea,8.0,8 available / 293 sold,293.0,"Dallas, Texas, United States",Men,2024
Viktor & Rolf,Viktor & Rolf Spicebomb for Men Eau de Toilette 20 ml 0.68 oz Travel Spray,Eau de Toilette,24.98,US $24.98,7.0,7 available / 8 sold,8.0,"New York, New York, United States",Men,2024
By Al Hambra,Baroque Rouge Extrait By Maison Alhambra 3.4/3.3 oz Edp Spray Unisex New In Box,Eau de Parfum,21.8,US $21.80/ea,10.0,More than 10 available / 7 sold,7.0,"New York, New York, United States",Men,2024
Giorgio Armani,Giorgio Armani Acqua Di Gio 3.4 oz Men's Eau de Toilette Spray New Sealed Box,Eau de Toilette,27.9,US $27.90/ea,5.0,5 available / 157 sold,157.0,"Hamtramck, Michigan, United States",Men,2024
Yves Saint Laurent,KOUROS by Yves Saint Laurent 3.3 EDT Cologne MEN 3.4 oz YSL New in Box,Eau de Toilette,58.95,US $58.95/ea,150.0,150 available / 545 sold,545.0,"Dallas, Texas, United States",Men,2024
Creed,CREED GREEN IRISH TWEED 2.5ML MEN VIAL,Eau de Parfum,9.99,US $9.99/ea,10.0,More than 10 available / 141 sold,141.0,"Edison, New Jersey, United States",Men,2024
Yves Saint Laurent,Yves Saint Laurent MYSLF 100ml / 3.3 oz EDP Spray For Men New With Sealed Box,Eau de Parfum,83.99,US $83.99,5.0,5 available / 5 sold,5.0,"United States, Hong Kong",Men,2024
Unbranded,Hawas for him Eau De Parfum By Rasasi 100ml 3.4 FL OZ HOT,/,15.89,US $15.89,3.0,3 available / 8 sold,8.0,"shanghai, China",Men,2024
Carolina Herrera,CH MEN SPORT Carolina Herrera cologne edt 3.4 oz 3.3 NEW TESTER,Eau de Toilette,32.13,US $32.13/ea,47.0,47 available / 85 sold,85.0,"Dallas, Texas, United States",Men,2024
Clive Christian,Jump Up And Kiss Me Hedonistic (2021) by Clive Christian 2ml Vial Spray New,Eau de Parfum,13.0,US $13.00,3.0,3 available / 14 sold,14.0,"Fort Walton Beach, Florida, United States",Men,2024
Tom Ford,"New TOM FORD GREY VETIVER Parfum Sample Spray .05oz, 1.5ml",Parfum,13.05,US $13.05,3.0,3 available / 9 sold,9.0,"Jacksonville, Florida, United States",Men,2024
Viktor & Rolf,"Spicebomb Night Vision by Viktor & Rolf, 3 oz EDP Spray for Men",Eau De Parfum,74.92,US $74.92/ea,6.0,6 available / 116 sold,116.0,"Edison, New Jersey, United States",Men,2024
Mont Blanc,LEGEND NIGHT by Mont Blanc cologne men EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,35.62,US $35.62/ea,47.0,47 available / 454 sold,454.0,"Dallas, Texas, United States",Men,2024
Giorgio Armani,Armani Code By Giorgio Armani EDT for Men 4.2 oz / 125 ml NEW IN SEALED BOX,Eau de Toilette,41.99,US $41.99/ea,9.0,9 available / 132 sold,132.0,"Thomasville, Alabama, United States",Men,2024
Abercrombie & Fitch,Abercrombie & Fitch Fierce 6.7 oz 200 ML EAU DE COLOGNE BRAND NEW SEALED BOX,Eau de Cologne,49.99,US $49.99/ea,8.0,8 available / 376 sold,376.0,"Warren, Michigan, United States",Men,2024
Rasasi,Brilliant Silver EDP Perfume By Rasasi 100 ML:🥇Hot New Rasasi Premium Line🥇,Eau de Parfum,41.95,US $41.95,0.0,Last One / 7 sold,7.0,"Bridgeview, Illinois, United States",Men,2024
Calvin Klein,Ck One by Calvin Klein Cologne Perfume Unisex 3.4 oz New In Box FAST SHIPPING,Eau de Parfum,21.27,US $21.27/ea,10.0,More than 10 available / 112 sold,112.0,United States,Men,2024
Armaf,Club de Nuit Intense by Armaf 6.8 oz EDP Cologne for Men New In Box,Eau de Parfum,54.26,US $54.26/ea,0.0,"Limited quantity available / 2,550 sold",2550.0,"Hackensack, New Jersey, United States",Men,2024
Maison Alhambra,Glacier Le Noir by Maison Alhambra 3.4oz EDP for Men NEW SEALED CAN,Eau de Parfum,26.5,US $26.50,0.0,Last One / 3 sold,3.0,"New York, New York, United States",Men,2024
Paco Rabanne,"Paco Rabanne One Million - Distinct 3.4oz Men's EDT Cologne, Sealed",Eau de Toilette,50.99,US $50.99/ea,6.0,6 available / 15 sold,15.0,"Dearborn Heights, Michigan, United States",Men,2024
Dolce & Gabbana,K by Dolce & Gabbana cologne for men EDP 3.3 / 3.4 oz New Tester,Eau de Parfum,46.15,US $46.15/ea,36.0,36 available / 494 sold,494.0,"Dallas, Texas, United States",Men,2024
Dolce&Gabbana,Dolce & Gabbana K (King) Eau de Parfum Intense for Men 3.3 Oz / 100ml,Eau de Parfum Intense,77.99,US $77.99,33.0,33 available / 9 sold,9.0,"Miami, Florida, United States",Men,2024
Franck Olivier,Franck Olivier Men's Pure Homme EDT Spray 3.4 oz Fragrances 3516642062117,Fragrances,18.79,US $18.79,2.0,2 available / 9 sold,9.0,"Brooklyn, New York, United States",Men,2024
Burberry,BURBERRY Men's Classic 3.3 oz / 100 ml EDT Cologne Spray,Eau de Toilette,32.99,US $32.99,2.0,2 available / 3 sold,3.0,"New York, New York, United States",Men,2024
GIORGIO ARM.ANI,ACQUA DI GIO Eau De Toilette 3.4 oz/ 100 ml GIORGIO ARM.ANI for Men,Eau De Toilette,36.68,US $36.68/ea,9.0,9 available / 1 sold,1.0,"Austin, Texas, United States",Men,2024
Victor & Rolf,Victor & Rolf Spicebomb Extreme EDP 1.7 oz/ 50 ML  Spray For Men,Eau de Parfum,74.59,US $74.59/ea,10.0,More than 10 available / 1 sold,1.0,"New York, New York, United States",Men,2024
Polo,Polo Double Black by Ralph Lauren for Men EDT Spray 4.2 oz / 125 ml New In Box,Eau de Toilette,41.79,US $41.79/ea,2.0,2 available / 174 sold,174.0,"Jamaica, New York, United States",Men,2024
Roberto Cavalli,Roberto Cavalli Men's Uomo EDT Spray 3.4 oz (100 ml) Sealed,Eau de Toilette,42.95,US $42.95/ea,10.0,More than 10 available / 8 sold,8.0,"Keyport, New Jersey, United States",Men,2024
Bentley,Bentley Intense by Bentley 3.4 oz EDP Cologne for Men New In Box TESTER,Eau de Parfum,28.99,US $28.99/ea,13.0,13 available / 65 sold,65.0,"Melissa, Texas, United States",Men,2024
Azzaro,Azzaro The Most Wanted 3.3 oz EDP Intense Cologne for Men New In Box,Eau de Parfum,93.91,US $93.91,0.0,Limited quantity available / 111 sold,111.0,"Hackensack, New Jersey, United States",Men,2024
Salvatore Ferragamo,F Ferragamo Free Time by Salvatore Ferragamo for men EDT 3.3 / 3.4 oz New Tester,Eau de Toilette,21.0,US $21.00/ea,4.0,4 available / 785 sold,785.0,"Dallas, Texas, United States",Men,2024
Emanuelle Ungaro,Diva by Emanuel Ungaro 3.4 oz for Women edp New in Box,Eau de Parfum,31.89,US $31.89/ea,15.0,15 available / 226 sold,226.0,"Dallas, Texas, United States",Men,2024
Mercedes-Benz,MERCEDES BENZ CLUB BLACK EDT 3.4 OZ / 100 ML FOR MEN (NEW IN WHITE BOX),Eau de Toilette,37.99,US $37.99,4.0,4 available / 2 sold,2.0,"North Brunswick, New Jersey, United States",Men,2024
Versace,VERSACE EROS FLAME by Versace for men cologne EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,58.09,US $58.09/ea,0.0,Limited quantity available / 550 sold,550.0,"Dallas, Texas, United States",Men,2024
Davidoff,Cool Water by Davidoff 4.2 oz EDT Cologne for Men New In Box,Eau de Toilette,25.23,US $25.23/ea,0.0,"Limited quantity available / 40,130 sold",40130.0,"Hackensack, New Jersey, United States",Men,2024
Ralph Lauren,Polo Blue by Ralph Lauren Eau De Parfum Spray 4.2 oz 125 ml For Men,Eau de Parfum,43.0,US $43.00,5.0,5 available / 32 sold,32.0,"Hamtramck, Michigan, United States",Men,2024
CURVE,Curve Chill by Liz Claiborne Cologne for Men 4.2 oz New In Box,Eau de Cologne,16.82,US $16.82/ea,4.0,"4 available / 1,992 sold",1992.0,"Hackensack, New Jersey, United States",Men,2024
Emporio Armani,Armani Stronger With You  100ml /3.4 oz Stronger With You Amber EDP for Men NIB,Eau de Parfum,69.99,US $69.99,2.0,2 available / 6 sold,6.0,"Texas, Hong Kong",Men,2024
Salvatore Ferragamo,"Salvatore Ferragamo Men's ""F"" Pour Homme Black EDT Spray 3.4 oz Fragrances",Eau de Toilette,28.19,US $28.19,3.0,3 available / 23 sold,23.0,"Brooklyn, New York, United States",Men,2024
Kenneth Cole,Kenneth Cole All Over Body Spray for Men 6 Oz Choose Scent,Body Spray,10.99,US $10.99,10.0,More than 10 available / 368 sold,368.0,"Brooklyn, New York, United States",Men,2024
Diesel,Fuel For Life Cologne by Diesel Eau De Toilette Spray 1.7 oz for Men  **NiB**,Eau de Toilette,16.99,US $16.99/ea,10.0,More than 10 available / 28 sold,28.0,"Des Moines, Iowa, United States",Men,2024
Paco Rabanne,Phantom by Paco Rabanne 3.4 oz EDT Cologne for Men Brand New In Box,Eau de Toilette,70.08,US $70.08/ea,0.0,"Limited quantity available / 1,165 sold",1165.0,"Hackensack, New Jersey, United States",Men,2024
As Show,Sauvage EDP Eau de Parfum Cologne for Men 3.4 oz New In Box Free Shipping,Eau de Parfum,69.99,US $69.99,10.0,More than 10 available / 49 sold,49.0,"Hong Kong, Hong Kong",Men,2024
Hollister,SO CAL Hollister  (3.4oz/100ml( Eau De Cologne Spray Sealed New,Eau de Cologne,46.75,US $46.75,7.0,7 available / 3 sold,3.0,"Green Bay, Wisconsin, United States",Men,2024
Burberry,Burberry Hero 3.3 oz EDP Cologne for Men Brand New In Box,Eau de Parfum,75.65,US $75.65,10.0,More than 10 available / 16 sold,16.0,"Hackensack, New Jersey, United States",Men,2024
Yves Saint Laurent,Yves Saint Laurent Men's Y Eau de Parfum Intense EDP Spray 3.38 oz Fragrances,Eau de Parfum,94.93,US $94.93,3.0,3 available / 15 sold,15.0,"Brooklyn, New York, United States",Men,2024
Afnan,Turathi Blue by Afnan EDP Spray for Men 3.0oz New Sealed Box,Eau de Parfum,34.5,US $34.50/ea,2.0,2 available / 16 sold,16.0,"Dallas, Texas, United States",Men,2024
Michael Malul London,Michael Malul Ocean Noir 3.4 oz / 100 ml eau de parfum for men Spray New,Eau de Parfum,90.11,US $90.11,10.0,More than 10 available / 51 sold,51.0,"Columbia, South Carolina, United States",Men,2024
Estée Lauder,Pleasures by Estee Lauder 1.7 oz / 50 ml Cologne Spray for Men,Eau de Cologne,19.99,US $19.99,3.0,3 available / 10 sold,10.0,"New York, New York, United States",Men,2024
Mercedes-Benz,Mercedez Benz Club Black 3.3 oz EDT Spray Mens Cologne 100ml NIB,Eau de Toilette,47.99,US $47.99/ea,10.0,More than 10 available / 17 sold,17.0,"Edison, New Jersey, United States",Men,2024
Cologne,Jo Malone London Cypress Grapevine Intense Eau de Parfum 1.7 oz 50 ml NWOB,Eau de Parfum,67.5,US $67.50,4.0,4 available / 3 sold,3.0,"Matawan, New Jersey, United States",Men,2024
Pierre Cardin,Pierre Cardin Fusion Men's Eau de Toilette Spray. Cool Scent. New in box. 1.7 oz,Eau de Toilette,7.28,US $7.28/ea,10.0,More than 10 available / 149 sold,149.0,"Miami, Florida, United States",Men,2024
RawChemistry,FOR HIM by RAW CHEMISRTY 30ml/1oz Peromone Cologne Spray,cologne,30.95,US $30.95,13.0,13 available / 4 sold,4.0,"Maiden, North Carolina, United States",Men,2024
Michael Malul London,Ocean Noir EDP Perfume By Michael Malul 100 ML (Eau De Parfum) (For Men),Eau de Parfum,89.99,US $89.99/ea,4.0,4 available / 8 sold,8.0,"Towson, Maryland, United States",Men,2024
Cologne,Parfum For men sauvage cologne Eau De perfum 100ml fl 3.4oz,Perfume,68.89,US $68.89,4.0,4 available / 25 sold,25.0,"New York, New York, United States",Men,2024
Sterling,"Club De Nuit Urban Elixir by Armaf, 3.6 oz EDP Spray for Men",Eau De Parfum,38.98,US $38.98/ea,10.0,More than 10 available / 129 sold,129.0,"Edison, New Jersey, United States",Men,2024
Paco Rabanne,INVICTUS Paco Rabanne men cologne edt 3.4 oz 3.3 NEW TESTER,Eau de Toilette,46.0,US $46.00/ea,59.0,"59 available / 1,207 sold",1207.0,"Dallas, Texas, United States",Men,2024
Burberry,Burberry Touch Men EDT 3.4 oz Cologne New in Box,Eau de Toilette,32.99,US $32.99/ea,6.0,6 available / 59 sold,59.0,"Dexter, Michigan, United States",Men,2024
Afnan,"Supremacy Not Only Intense by Afnan, 3.4 oz EDP Spray for Men",Eau De Parfum,38.41,US $38.41/ea,10.0,More than 10 available / 147 sold,147.0,"Edison, New Jersey, United States",Men,2024
Liz Claiborne,"Liz Claiborne Curve Crush for Men Eau de Cologne for Men, 4.2 Oz",Eau de Cologne,17.98,US $17.98,0.0,Last One / 150 sold,150.0,"Edison, New Jersey, United States",Men,2024
Territoire,Territoire Gold 79 Eau de Parfum Spray for Men. Smooth & Spicy Scent. 3.4 fl.oz,Eau de Parfum,16.49,US $16.49/ea,10.0,More than 10 available / 77 sold,77.0,"Miami, Florida, United States",Men,2024
Jimmy Choo,Jimmy Choo Man Ice / Jimmy Choo EDT Spray 3.3 oz (100 ml) (m),Eau de Toilette,31.95,US $31.95,3.0,3 available / 8 sold,8.0,"Brooklyn, New York, United States",Men,2024
Hollister,SOCAL by HOLLISTER SO CAL 1.7 oz 50ml EAU DE COLOGNE SPRAY MEN NEW 🌺SEALED,EAU DE COLOGNE SPRAY,26.75,US $26.75/ea,7.0,7 available / 5 sold,5.0,"Chesapeake, Virginia, United States",Men,2024
Bentley,Bentley For Men Absolute / Bentley Fragrances EDP Spray 3.4 oz (100 ml) (m),Eau de Parfum,29.13,US $29.13,3.0,3 available / 13 sold,13.0,"Brooklyn, New York, United States",Men,2024
Viktor & Rolf,Spicebomb Night Vision 3.04 Oz Eau De Parfum Spray by Viktor & Rolf NEW IN BOX,Eau de Parfum,74.85,US $74.85,0.0,Last One / 2 sold,2.0,"Monterey Park, California, United States",Men,2024
Armaf,Armaf Tres Nuit 3.4 oz/100ml Eau De Toilette for Men,Eau de Toilette,28.95,US $28.95/ea,10.0,"More than 10 available / 1,306 sold",1306.0,"Houston, Texas, United States",Men,2024
Lapidus,LAPIDUS Pour Homme By Ted Lapidus Eau De Toilette 3.3 oz / 100 ml For Men,Eau de Toilette,20.25,US $20.25/ea,10.0,More than 10 available / 24 sold,24.0,"New York, New York, United States",Men,2024
Mary Kay,Mary Kay Domain Men’s Cologne,Eau de Cologne,30.0,US $30.00,2.0,2 available / 24 sold,24.0,"Douglasville, Georgia, United States",Men,2024
Guy Laroche,Drakkar Noir by Guy Laroche 3.4 oz EDT Cologne for Men New In Box,Eau de Toilette,18.91,US $18.91/ea,10.0,"More than 10 available / 5,500 sold",5500.0,"Hackensack, New Jersey, United States",Men,2024
L’OCCITANE,L'Occitane En Provence Eau Des Baux EDT 3.4 oz 100 ml Eav Des Bavx New Original,Eau de Toilette,59.0,US $59.00,5.0,5 available / 4 sold,4.0,"Winter Haven, Florida, United States",Men,2024
Jimmy Choo,Jimmy Choo Man Ice / Jimmy Choo EDT Spray 1.7 oz (50 ml) (m),Eau de Toilette,24.43,US $24.43,3.0,3 available / 4 sold,4.0,"Brooklyn, New York, United States",Men,2024
Have A Scent,SAUVAGE MEN  FRAGRANCE OIL  BY HAVE A SCENT 12 ML,Roll On,9.99,US $9.99/ea,10.0,More than 10 available / 94 sold,94.0,"Fort Lauderdale, Florida, United States",Men,2024
Yves Saint Laurent,NIB YSL Yves Saint Laurent MYSLF EDP Spray 3ml / 0.1oz MYSELF NEW FOR 2023,Eau de Parfum,15.99,US $15.99/ea,6.0,6 available / 91 sold,91.0,"New York, New York, United States",Men,2024
Carolina Herrera,HERRERA for Men Carolina Herrera Cologne EDT 3.4 oz 3.3 New in Box,Eau de Toilette,40.59,US $40.59/ea,53.0,"53 available / 2,934 sold",2934.0,"Dallas, Texas, United States",Men,2024
CHANEL,CHANEL Allure Homme Sport 3.4 Oz Men Eau De Toilette,Eau de Toilette,89.97,US $89.97,0.0,,0.0,"Lakewood, California, United States",Men,2024
