brand,title,type,price,priceWithCurrency,available,availableText,sold,itemLocation,gender,update_year
Ralph Lauren,Romance by Ralph Lauren perfume for women EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,45.93,US $45.93/ea,153.0,153 available / 417 sold,417.0,"Dallas, Texas, United States",Women,2024
Guerlain,Guerlain Perfume Sample Spray Vials 1ml - 2ml Choose Your Scent & Combined,Eau de Parfum,4.95,US $4.95,0.0,Last One / 287 sold,287.0,"Pearland, Texas, United States",Women,2024
Burberry,Burberry Touch by Burberry parfum for women 3.3 fl. oz. / 100 ml,Eau de Parfum,26.0,US $26.00,5.0,5 available / 5 sold,5.0,"Hamtramck, Michigan, United States",Women,2024
Cacharel,ANAIS ANAIS PREMIER DELICE by Cacharel for her EDT 3.3 / 3.4 oz New,Eau de Toilette,22.53,US $22.53/ea,34.0,34 available / 82 sold,82.0,"Dallas, Texas, United States",Women,2024
Jessica Simpson,Fancy by Jessica Simpson 3.3 / 3.4 oz edp perfume women NEW in Retail Box,Eau de Parfum,26.15,US $26.15/ea,52.0,"52 available / 1,386 sold",1386.0,"Dallas, Texas, United States",Women,2024
Armaf,Armaf Club de Nuit IMPERIALE 3.6 fl.oz Eau de Parfum for Women | New Launch,Eau de Parfum,39.45,US $39.45/ea,10.0,More than 10 available / 183 sold,183.0,"Houston, Texas, United States",Women,2024
Lattafa,"Yara by Lattafa, 3.4 oz Eau De Perfume Spray for Women",Perfume,29.99,US $29.99/ea,10.0,More than 10 available / 432 sold,432.0,"Bridgeview, Illinois, United States",Women,2024
Gucci,"Gucci Flora Gorgeous Magnolia, Gucci Gorgeous Jasmine & Gorgeous Gardenia VIALS",Eau de Parfum,15.99,US $15.99,0.0,More than 10 lots available (3 items per lot) / 154 sold,154.0,"Valley Stream, New York, United States",Women,2024
as showed,Woemn Avon FAR AWAY Eau De Parfum Perfume Spray 1.7oz~NEW~SEALED | FREE SHIPPING,Eau de Parfum,14.99,US $14.99,10.0,More than 10 available / 80 sold,80.0,"New York, Hong Kong",Women,2024
Armaf,Le Femme by Armaf perfume for women EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,20.71,US $20.71/ea,100.0,100 available / 290 sold,290.0,"Dallas, Texas, United States",Women,2024
Maison Martin Margiela,Replica Eau De Toilette ON A DATE .34 oz. NIB!  Memory In A Fragrance,Eau de Toilette,21.0,US $21.00/ea,8.0,8 available / 4 sold,4.0,"Nine Mile Falls, Washington, United States",Women,2024
Yves Saint Laurent,Libre By Yves Saint Laurent for Women EDT 1.6 oz / 50 ml *NEW IN SEALED BOX*,Eau de Toilette,53.99,US $53.99,10.0,More than 10 available / 137 sold,137.0,"Miami, Florida, United States",Women,2024
T.O.V.A.,Tova Beverly Hills Signature 2 pcs set for Women 3.4oz EAU DE PARFUM+1oz EDP,Perfume,37.0,US $37.00,10.0,More than 10 available / 12 sold,12.0,"Hicksville, New York, United States",Women,2024
Salvatore Ferragamo,INCANTO CHARMS by Salvatore Ferragamo EDT 3.4 oz Perfume for women New in Box,Eau de Toilette,23.98,US $23.98/ea,15.0,"15 available / 1,678 sold",1678.0,"Dallas, Texas, United States",Women,2024
Jovan,Jovan Musk for Women Cologne 3.25 oz - Classic Scent Spray,Eau de Cologne,11.99,US $11.99,0.0,Last One / 58 sold,58.0,"Detroit, Michigan, United States",Women,2024
Donna Karan,Donna Karan Cashmere Mist 3.4oz Women's Eau de Parfum Brand New Sealed,Eau de Parfum,28.99,US $28.99,3.0,3 available / 379 sold,379.0,"Hamtramck, Michigan, United States",Women,2024
Giorgio Armani,My Way Nectar Giorgio Armani EDP 0.33. Fl. Oz. 10 Ml. Spray Travel Size,Eau de Parfum,25.95,US $25.95,10.0,More than 10 available / 3 sold,3.0,"Stafford, Texas, United States",Women,2024
Thierry Mugler,Alien Musc Mysterieux by Thierry Mugler for Women 0.05 oz Eau Parfum Vial Spray,Eau De Parfum,6.99,US $6.99,500.0,500 available / 170 sold,170.0,"Fountain Valley, California, United States",Women,2024
Calvin Klein,Obsession Night by Calvin Klein EDP Perfume for Women 3.3 / 3.4 oz New In Box,Eau de Parfum,25.56,US $25.56,0.0,Limited quantity available / 460 sold,460.0,"Hackensack, New Jersey, United States",Women,2024
AS SHOWN,Flora Gorgeous Magnolia By-Gucci Eau De Parfum EDP 3.3 Oz Perfume For Women NIB,Eau de Parfum,53.99,US $53.99,6.0,6 available / 12 sold,12.0,"Townsend, Massachusetts, United States",Women,2024
Giorgio Armani,ACQUA di GIOIA by GIORGIO ARMANI Women 3.3 edp 3.4 oz NEW IN BOX,Eau de Parfum,72.72,US $72.72/ea,5.0,5 available / 27 sold,27.0,"Dallas, Texas, United States",Women,2024
Lancôme,Lancome La Vie Est Belle EDP - Irresistible Gourmand 3.4oz Sealed,Eau de Parfum,49.99,US $49.99/ea,6.0,6 available / 10 sold,10.0,"Hamtramck, Michigan, United States",Women,2024
AS SHOWN,Bloom BLOSSOM 3.3 fl oz / 100 ml Eau de Parfum Spray for Women New In Sealed Box,Eau de Parfum,59.99,US $59.99/ea,4.0,4 available / 23 sold,23.0,"USA,California, Hong Kong",Women,2024
Creed,Aventus for Her by Creed 2ml Vial Spray New Factory Sealed,Eau de Parfum,12.99,US $12.99,0.0,Last One / 52 sold,52.0,"Fort Walton Beach, Florida, United States",Women,2024
Benetton,Color Women By Benetton 1.7oz EDT Splash New In Box,Eau de Toilette,27.99,US $27.99,10.0,More than 10 available / 57 sold,57.0,"Brooklyn, New York, United States",Women,2024
Tiffany & Co.,TIFFANY SHEER BY Tiffany & Co. FOR WOMEN MINI BOTTLE,Eau de Toilette,15.89,US $15.89/ea,6.0,6 available / 135 sold,135.0,"West Palm Beach, Florida, United States",Women,2024
Versace,Versace Bright Crystal Absolu by Versace perfume for her EDP 3.0 oz New in Box,Eau de Parfum,54.9,US $54.90/ea,72.0,"72 available / 1,224 sold",1224.0,"Dallas, Texas, United States",Women,2024
Gap,Gap So Pink Fragrance Spray Body Mist 8 fl oz New,Fragrance Mist,19.98,US $19.98,8.0,8 available / 144 sold,144.0,"Hamtramck, Michigan, United States",Women,2024
Yves Saint Laurent,YSL YVES SAINT LAURENT LIBRE EDP 1.2ml .04fl oz x 1 PERFUME SPRAY SAMPLE VIAL,Eau de Parfum,7.5,US $7.50,10.0,More than 10 available / 171 sold,171.0,"Albany, New York, United States",Women,2024
Yves Saint Laurent,Parisienne by Yves Saint Laurent EDP for Women 3 oz / 90 ml *NEW IN SEALED BOX*,Eau de Parfum,67.49,US $67.49,10.0,More than 10 available / 38 sold,38.0,"Miami, Florida, United States",Women,2024
Versace,Versace Dylan Purple Women 3.4 oz 100 ml *Eau De Parfum* Spray Tester,Eau de Parfum,58.99,US $58.99,10.0,More than 10 available / 32 sold,32.0,"North Brunswick, New Jersey, United States",Women,2024
Victoria's Secret,Victoria's Secret VERY SEXY 3.4 fl oz/100 ml EDP Spray for Women New & Sealed,Eau de Parfum,30.99,US $30.99/ea,10.0,More than 10 available / 26 sold,26.0,"Saint Clair Shores, Michigan, United States",Women,2024
Dolce & Gabbana,Light Blue by Dolce & Gabbana D&G 3.3 / 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,43.3,US $43.30/ea,0.0,"Limited quantity available / 4,845 sold",4845.0,"Hackensack, New Jersey, United States",Women,2024
Lancôme,MIRACLE BY LANCOME L'EAU DE PARFUM 3.4 OZ / 100 ML SPRAY NEW & SEALED IN BOX,Eau de Parfum,32.99,US $32.99/ea,10.0,More than 10 available / 65 sold,65.0,"Running Springs, California, United States",Women,2024
Dossier,Dossier WOODY HYACINTH Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Eau de Parfum,20.0,US $20.00/ea,6.0,6 available / 24 sold,24.0,"Los Angeles, California, United States",Women,2024
Fred Hayman,273 RODEO DRIVE Fred Hayman Women perfume edp 2.5 oz NEW IN BOX,Eau de Parfum,22.97,US $22.97/ea,24.0,24 available / 591 sold,591.0,"Dallas, Texas, United States",Women,2024
Clean,Clean Reserve Skin by Clean Eau De Parfum Spray (Unisex Tester) 3.4 oz For Women,Eau De Parfum Spray (Unisex Tester) 3.4 oz,66.69,US $66.69/ea,8.0,8 available / 6 sold,6.0,"New York, New York, United States",Women,2024
Yves Saint Laurent,YSL Black Opium EDP Women - Hypnotic Coffee & Vanilla 3oz Sealed,Eau de Parfum,44.99,US $44.99/ea,6.0,6 available / 5 sold,5.0,"Hamtramck, Michigan, United States",Women,2024
Jimmy Choo,JIMMY CHOO BLOSSOM 3.3 / 3.4 oz EDP Perfume Women NEW TESTER,Eau de Parfum,31.14,US $31.14/ea,25.0,"25 available / 2,503 sold",2503.0,"Dallas, Texas, United States",Women,2024
Lancôme,Hypnose by Lancome 2.5 oz EDP Perfume for Women New In Box,Eau de Parfum,67.98,US $67.98/ea,0.0,Limited quantity available / 705 sold,705.0,"Hackensack, New Jersey, United States",Women,2024
Estée Lauder,Estee Lauder Beautiful EDP 2.5 oz Classic Floral Women's Perfume,Eau de Parfum,29.49,US $29.49/ea,6.0,6 available / 27 sold,27.0,"Farmington, Michigan, United States",Women,2024
Miim Miic,Miim Miic Compound 52 Hair & Body Mist Sweet Strawberry Milk 8 fl oz NEW!,Fragrance Mist,26.95,US $26.95,3.0,3 available / 4 sold,4.0,"Pawtucket, Rhode Island, United States",Women,2024
Escada,ESCADA SUMMER FESTIVAL EDT 1.2ml .04fl oz x 5 PERFUME SPRAY SAMPLE VIALS,Eau de Toilette,10.0,US $10.00,10.0,More than 10 available / 50 sold,50.0,"Albany, New York, United States",Women,2024
Coach,"Coach Signature by Coach, 3.3 oz EDP Spray for Women",Eau De Parfum,37.96,US $37.96/ea,0.0,Limited quantity available / 116 sold,116.0,"Edison, New Jersey, United States",Women,2024
Jo Malone,Jo Malone Basil & Neroli Cologne Spray Women's Eau de  - 3.4 fl oz/100ml,Eau de Cologne,79.99,US $79.99,7.0,7 available / 9 sold,9.0,"Las Vegas, Nevada, United States",Women,2024
AERIN,AERIN LILAC PATH EDP 2.0ml .07fl oz x 1 PERFUME SPRAY SAMPLE,Eau de Parfum,8.0,US $8.00,10.0,More than 10 available / 34 sold,34.0,"Albany, New York, United States",Women,2024
Escada,Escada Miami Blossom for Women Eau De Toilette 3.3oz-100ml Spray New (BR36,Eau de Toilette,42.9,US $42.90/ea,3.0,3 available / 8 sold,8.0,"Los Angeles, California, United States",Women,2024
Marc Jacobs,Marc Jacobs Daisy Dream by Marc Jacobs 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,58.98,US $58.98/ea,10.0,"More than 10 available / 3,088 sold",3088.0,"Hackensack, New Jersey, United States",Women,2024
Burberry,"2x Burberry HER Eau de Parfum EDP Sample Spray .05oz, 1.5ml Each New in Cards",Eau de Parfum,9.89,US $9.89,5.0,5 available / 258 sold,258.0,"Phillipsburg, New Jersey, United States",Women,2024
CHANEL,CHANEL Les Eaux De Chanel Paris Eau De Toilette Perfume Discovery Set NEW,Eau de Toilette,24.0,US $24.00,0.0,,0.0,"Los Angeles, California, United States",Women,2024
Coach,Coach Floral by Coach EDP 3 / 3.0 oz Perfume for Women Brand New Tester,Eau de Parfum,34.33,US $34.33/ea,10.0,More than 10 available / 767 sold,767.0,"Hackensack, New Jersey, United States",Women,2024
Versace,Versace Ladies Dylan Turquoise Gift Set Fragrances 8011003873487,Fragrances,54.51,US $54.51,3.0,3 available / 20 sold,20.0,"Brooklyn, New York, United States",Women,2024
Coach,Coach Love 1.7 oz EDP Spray Womens Perfume 50 ml NIB,Eau de Parfum,48.99,US $48.99/ea,10.0,More than 10 available / 7 sold,7.0,"Edison, New Jersey, United States",Women,2024
Ariana Grande,Ariana Grande Cloud Pink EDP 3.4oz Women's Perfume New Sealed,Eau de Parfum,30.49,US $30.49/ea,6.0,6 available / 18 sold,18.0,"Detroit, Michigan, United States",Women,2024
Giorgio Arm.ani,NEW Women's My Way EDP Spray 3oz Giorgio Arm.ani Eau De Parfum Sealed/Fast Ship!,Eau de Parfum,38.69,US $38.69/ea,10.0,More than 10 available / 3 sold,3.0,"Houston, Texas, HongKong, China",Women,2024
Pleasing,Pleasing Harry Styles Fragrance Rivulets Parfum 100ml 3.4fl,Perfume,49.99,US $49.99,0.0,Last One / 35 sold,35.0,"Elgin, Illinois, United States",Women,2024
Calvin Klein,Obsession By Calvin Klein Women 0.5 oz 15 ml Eau de Parfum Spray Mini New,Eau de Parfum,10.35,US $10.35/ea,10.0,10 available / 182 sold,182.0,"Westminster, California, United States",Women,2024
Dossier,Dossier FRUITY BROWN SUGAR Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Eau de Parfum,20.0,US $20.00/ea,4.0,4 available / 47 sold,47.0,"Los Angeles, California, United States",Women,2024
Givenchy,Givenchy Irresistible  For Women Eau de Parfum Mini Bottle 0.27 Fl Oz New,Eau de Parfum,21.9,US $21.90/ea,7.0,7 available / 4 sold,4.0,"Rowlett, Texas, United States",Women,2024
Lancôme,Lancome Tresor Women's EDP 3.4 oz Spray,Eau de Parfum,42.99,US $42.99/ea,10.0,More than 10 available / 17 sold,17.0,"Allen Park, Michigan, United States",Women,2024
Victoria's Secret,VICTORIA'S SECRET TEASE 3.4 FL OZ 100 ML EAU DE PARFUM BRAND NEW SEALED BOX,Eau de Parfum,29.9,US $29.90/ea,6.0,6 available / 9 sold,9.0,"Warren, Michigan, United States",Women,2024
PINK,Rue 21 Pink ICE Perfume Spray 1.7 FL OZ New (Unboxed),Perfume,22.45,US $22.45,5.0,5 available / 2 sold,2.0,"Brooklyn, New York, United States",Women,2024
Perfume,12 Women's Perfume Fragrance Samples Vials with Organza Bag Lot,Perfume,25.46,US $25.46,10.0,More than 10 available / 58 sold,58.0,"New York, United States",Women,2024
Lancôme,La Vie Est Belle By Lancôme 2.5 OZ L'Eau De Parfum For Women,Eau de Parfum,37.99,US $37.99/ea,10.0,More than 10 available / 77 sold,77.0,"Thomasville, Alabama, United States",Women,2024
Parfums de Marly,PDM PARFUMS DE MARLY DELINA EXCLUSIF 1.5ml .05fl oz x 3 PERFUME SPRAY SAMPLES,Parfum,24.0,US $24.00,10.0,More than 10 available / 9 sold,9.0,"Albany, New York, United States",Women,2024
ULTA,Ulta Beauty 2024 Spring Scent Wardrobe 19 Piece Perfume Sample Set w/ $15 Cert,Perfume,55.88,US $55.88,0.0,Last One / 2 sold,2.0,"Santa Ana, California, United States",Women,2024
T.O.V.A.,TOVA BEVERLY HILLS SIGNATURE for Women Perfume 2 pcs 0.34 oz EDP Spray + Refill,Eau de Parfum,13.95,US $13.95/ea,7.0,7 available / 22 sold,22.0," Beauty Maxima, United States, United States",Women,2024
Kilian,Kilian Paris Can't Stop Loving You 50ml/ 1.7oz EDP New & Sealed,Eau de Parfum,100.0,US $100.00,0.0,Last One / 12 sold,12.0,"Oxnard, California, United States",Women,2024
Rihanna,FENTY by RIHANNA Eau de Parfum 1.5ml Sample Size Travel Mini NIB. Authentic.,Eau de Parfum,12.49,US $12.49/ea,5.0,5 available / 10 sold,10.0,"Portland, Oregon, United States",Women,2024
Dior,Christian Dior Addict Eau Fraiche EDT For Women 3.4 oz / 100 ml *NEW*,Eau de Toilette,74.99,US $74.99,8.0,8 available / 28 sold,28.0,"Miami, Florida, United States",Women,2024
Ellis Brooklyn,ELLIS BROOKLYN Salt EDP Splash .25oz/7.5mL Womens Travel Perfume - NEW in Box!,Eau de Parfum,13.44,US $13.44/ea,3.0,3 available / 30 sold,30.0,"Manchester, New Hampshire, United States",Women,2024
Ariana Grande,Cloud by Ariana Grande for Women EDP Spray 3.4 oz / 100 ml New Sealed In Box,Eau de Parfum,35.99,US $35.99/ea,9.0,9 available / 49 sold,49.0,"Laughlin, Nevada, United States",Women,2024
Lancôme,Lancome Tresor 3.4 oz EDP Romantic & Sophisticated for Women New,Eau de Parfum,44.99,US $44.99/ea,5.0,5 available / 14 sold,14.0,"Macomb, Michigan, United States",Women,2024
Ralph Lauren,Ralph Lauren Romance Rose Eau de Parfum 3.4 oz 100 ml Brand New Sealed,Eau de Parfum,44.99,US $44.99/ea,7.0,7 available / 3 sold,3.0,"Warren, Michigan, United States",Women,2024
Jo Malone,Jo Malone London Grapefruit Cologne 3.4 oz,Perfume,73.99,US $73.99,7.0,7 available / 52 sold,52.0,"Las Vegas, Nevada, United States",Women,2024
One Direction,That Moment by One Direction 3.4 oz / 100 ml Edp spy perfume for women femme,Eau de Parfum,34.85,US $34.85,10.0,More than 10 available / 545 sold,545.0,"Lynwood, California, United States",Women,2024
Ariana Grande,Cloud by Ariana Grande 3.4 oz / 100 ML EDP Perfume for Women New In Box,Eau de Parfum,38.99,US $38.99/ea,9.0,9 available / 23 sold,23.0,"Phoenix, Arizona, United States",Women,2024
Dana,2.5 Loves Baby Soft Body Mist for Women Fragrance/Cologne NEW Whisper Soft 2.5oz,Eau de Cologne,25.99,US $25.99/ea,3.0,3 available / 17 sold,17.0,"Kissimmee, Florida, United States",Women,2024
HERMÈS,TWILLY d'HERMES EAU POIVREE *  2.87 Fl Oz (85ml) EDP Spray - New Unsealed Box,Eau de Parfum,47.66,US $47.66/ea,0.0,Limited quantity available / 119 sold,119.0,"Tucson, Arizona, United States",Women,2024
HERMÈS,Un Jardin Sur Le Nil by Hermes 3.3 / 3.4 oz Perfume for Women Brand New Tester,Eau de Toilette,58.08,US $58.08/ea,10.0,More than 10 available / 278 sold,278.0,"Hackensack, New Jersey, United States",Women,2024
Jo Malone,Wood Sage & Sea Salt By Jo Malone EDC Cologne Spray for Women New In Sealed Box,Eau de Cologne,59.99,US $59.99,5.0,5 available / 36 sold,36.0,"Hong Kong, Hong Kong",Women,2024
Donna Karan,Donna Karan Cashmere Mist EDP 3.4oz Women's Fragrance New Sealed,Eau de Parfum,29.99,US $29.99/ea,6.0,6 available / 26 sold,26.0,"Detroit, Michigan, United States",Women,2024
Versace,Versace Bright Crystal Women's EDT 6.7 oz Spray,Eau de Toilette,52.79,US $52.79/ea,10.0,More than 10 available / 23 sold,23.0,"Allen Park, Michigan, United States",Women,2024
Versace,Versace Bright Crystal EDT 3oz Women's Scent Spray New,Eau de Toilette,33.0,US $33.00/ea,5.0,5 available / 18 sold,18.0,"Detroit, Michigan, United States",Women,2024
Ariana Grande,Ariana Grande Ladies Mod Vanilla EDP Spray 3.4 oz Fragrances 810101501227,Fragrances,53.57,US $53.57,3.0,3 available / 10 sold,10.0,"Brooklyn, New York, United States",Women,2024
Kilian,"KILIAN Paris Can't Stop Loving You Full Size 1.7oz/50mL, New in Sealed Box",Eau de Parfum,100.99,US $100.99,0.0,Last One / 15 sold,15.0,"Jefferson, Texas, United States",Women,2024
Carolina Herrera,Carolina Herrera Good Girl 2.7 oz EDP Bold Women's Perfume Heel Bottle Design,Eau de Parfum,49.99,US $49.99/ea,6.0,6 available / 35 sold,35.0,"Detroit, Michigan, United States",Women,2024
Dossier,Dossier POWDERY PEACH Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Eau de Parfum,20.0,US $20.00/ea,8.0,8 available / 22 sold,22.0,"Los Angeles, California, United States",Women,2024
Preferred Fragrance,Bright Crystal 6.7 oz / 200mL Eau De Toilette Perfume For Women Brand New Sealed,Eau de Toilette,48.9,US $48.90/ea,10.0,More than 10 available / 33 sold,33.0,"Running Springs, California, United States",Women,2024
Dolce & Gabbana,Dolce & Gabbana Devotion 1.7 oz EDP Perfume for Women New In Box,Eau de Parfum,58.69,US $58.69,10.0,More than 10 available / 23 sold,23.0,"Hackensack, New Jersey, United States",Women,2024
Kim Kardashian,Kim Kardashian True Reflection Eau De Parfum Spray. Perfume for Women. 1 fl.oz,Eau de Parfum,9.49,US $9.49/ea,5.0,5 available / 491 sold,491.0,"Miami, Florida, United States",Women,2024
Calvin Klein,Euphoria by Calvin Klein 6.7 oz Sensual Skin Body Lotion for Women Brand New,Body Lotion,18.88,US $18.88/ea,10.0,"More than 10 available / 2,002 sold",2002.0,"Hackensack, New Jersey, United States",Women,2024
Sisley,Eau de Campagne by Sisley Perfumed Deodorant 5 fl oz / 150 ml *NEW IN BOX*,deodorant,49.99,US $49.99,0.0,Last One / 11 sold,11.0,"Miami, Florida, United States",Women,2024
Valentino,Voce Viva by Valentino 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,84.97,US $84.97,0.0,Limited quantity available / 146 sold,146.0,"Hackensack, New Jersey, United States",Women,2024
Anna Sui,"ANNA SUI Sundae 3-Piece Minature Set (Pretty Pink, Mellow Yellow & Violet Vibe)",Eau de Toilette,69.89,US $69.89/ea,6.0,6 available / 24 sold,24.0,"Takamatsu City, Japan",Women,2024
Fuller Armand Dupree,Vivir By Lucia Mendez CON FEROMONAS Perfume Para Dama 60ml DE FULLER MEXICO,Perfume,36.99,US $36.99,10.0,More than 10 available / 31 sold,31.0,"Austin, Texas, United States",Women,2024
Jo Malone,Jo Malone Incense & Cedrat Cologne Intense Spray Women's Eau de 3.4 fl oz/100ml,Eau de Cologne,76.99,US $76.99,9.0,9 available / 1 sold,1.0,"Las Vegas, Nevada, United States",Women,2024
dossier,Dossier Floral Honeysuckle Eau de Parfum Spray 1.7 Oz EDP Perfume NEW No Box,Perfume,22.99,US $22.99,9.0,9 available / 39 sold,39.0,"Bogota, New Jersey, United States",Women,2024
Victoria's Secret,VICTORIA'S SECRET CRUSH FRAGRANCE BODY MIST SPRAY 8.4 FL OZ,Fragrance Mist,24.95,US $24.95,10.0,More than 10 available / 54 sold,54.0,"Jamaica, New York, United States",Women,2024
Unbranded,USA Perfume Bottle Spray Atomizer Pump Ball / Bulb & Tube / Hose Replacement,Perfume,13.5,US $13.50/ea,4.0,4 available / 145 sold,145.0,"Weatherford, Texas, United States",Women,2024
PRADA,Prada Paradoxe Intense Women Eau De Parfum Spray 1.6 oz 50ml New In Box,Eau de Parfum,88.0,US $88.00/ea,2.0,2 available / 13 sold,13.0,"Redmond, Washington, United States",Women,2024
Maison Alhambra,Maison Alhambra Ladies Pink Shimmer Secret Intense EDP Spray 3.38 oz Fragrances,Fragrances,15.97,US $15.97,3.0,3 available / 13 sold,13.0,"Brooklyn, New York, United States",Women,2024
Jo Malone,"Jo Malone London Cologne Spray ,Travel Size 9ml/0.3oz **Choose Your Scent** NEW",Eau de Cologne,16.98,US $16.98/ea,10.0,More than 10 available / 27 sold,27.0,"Houston, Texas, United States",Women,2024
Calvin Klein,Eternity For Women By Calvin Klein Eau De Parfum Spray 1 Fl Oz LOT OF 2,Eau de Parfum,22.99,US $22.99/ea,10.0,More than 10 available / 7 sold,7.0,"Fort Wayne, Indiana, United States",Women,2024
